"","secid","date","exdate","cp_flag","strike_price","best_bid","best_offer","volume","open_interest","impl_volatility","delta","gamma","vega","theta","optionid","cfadj","forward_price","index_flag","issuer","exercise_style","SPOT","moneyness","price","TM","TTM","interest","own_impvol"
"458804",108105,2015-07-01,2015-07-17,"C",2135,2.45,3.1,4368,5067,0.115458,0.117644,0.004056,83.05398,-112.4879,107655688,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.973030444964871,2.775,16,11,0.167108142857143,0.109809543975536
"458806",108105,2015-07-01,2015-07-17,"C",2145,1.25,1.85,5638,5842,0.111094,0.07468,0.003015,59.40925,-77.64606,107655689,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.968494172494173,1.55,16,11,0.167108142857143,0.1058256932614
"458808",108105,2015-07-01,2015-07-17,"C",2155,0.55,0.95,1093,3030,0.105855,0.041733,0.002,37.55584,-46.88527,107655690,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.964,0.75,16,11,0.167108142857143,0.100971306310297
"458810",108105,2015-07-01,2015-07-17,"C",2165,0.5,0.6,122,4174,0.110149,0.030748,0.001497,29.24159,-38.0954,107655691,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.959547344110855,0.55,16,11,0.167108142857143,0.105231616456549
"458812",108105,2015-07-01,2015-07-17,"C",2175,0.3,0.4,4699,24270,0.111744,0.020363,0.001045,20.70147,-27.42126,107237914,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.955135632183908,0.35,16,11,0.167108142857143,0.106886086770329
"458814",108105,2015-07-01,2015-07-17,"C",2185,0.2,0.3,249,4264,0.115289,0.014668,0.000765,15.64262,-21.42051,107615164,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.950764302059497,0.25,16,11,0.167108142857143,0.110397804430293
"458817",108105,2015-07-01,2015-07-17,"C",2200,0.15,0.25,473,38880,0.124675,0.011192,0.00056,12.37996,-18.38122,107237915,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.944281818181818,0.2,16,11,0.167108142857143,0.119557623449994
"458822",108105,2015-07-01,2015-07-17,"C",2225,0.1,0.15,292,13617,0.137521,0.006694,0.000323,7.887784,-12.95974,107559272,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.93367191011236,0.125,16,11,0.167108142857143,0.132108622788655
"458827",108105,2015-07-01,2015-07-17,"C",2250,0.05,0.1,109,16454,0.1485,0.003913,0.000186,4.891979,-8.699537,107237916,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.923297777777778,0.075,16,11,0.167108142857143,0.142838211945937
"458835",108105,2015-07-01,2015-07-17,"C",2300,0,0.05,325,10430,0.166628,0.001275,6e-05,1.771551,-3.546172,107237917,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.903226086956522,0.025,16,11,0.167108142857143,0.160553169976616
"459007",108105,2015-07-01,2015-08-21,"C",2060,50,52.7,105,287,0.146397,0.554892,0.0035,302.9019,-143.0924,107559304,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,1.00845631067961,51.35,51,36,0.258097214285714,0.133498344597222
"459010",108105,2015-07-01,2015-08-21,"C",2075,41.2,42.6,376,10210,0.140414,0.50103,0.003686,305.9504,-139.8726,107521762,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,1.00116626506024,41.9,51,36,0.258097214285714,0.128724411310756
"459017",108105,2015-07-01,2015-08-21,"C",2110,22.2,23.4,313,2384,0.124944,0.358033,0.00388,286.6283,-118.636,107655809,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.984559241706161,22.8,51,36,0.258097214285714,0.115708822992587
"459021",108105,2015-07-01,2015-08-21,"C",2130,13.7,15.4,1655,2223,0.116625,0.27064,0.003687,254.2033,-99.08473,107655810,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.97531455399061,14.55,51,36,0.258097214285714,0.108560368630503
"459027",108105,2015-07-01,2015-08-21,"C",2160,5.5,6.5,172,11104,0.104436,0.147302,0.002866,176.9605,-62.49477,107559308,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.961768518518519,6,51,36,0.258097214285714,0.0978711386859643
"459030",108105,2015-07-01,2015-08-21,"C",2175,3.2,4,397,13123,0.100178,0.10016,0.00228,135.0024,-45.99125,107521766,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.955135632183908,3.6,51,36,0.258097214285714,0.0941835950959757
"459033",108105,2015-07-01,2015-08-21,"C",2190,1.8,2.6,334,5834,0.098177,0.067268,0.001724,100.0565,-33.59079,107655812,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.948593607305936,2.2,51,36,0.258097214285714,0.0925952682372584
"459036",108105,2015-07-01,2015-08-21,"C",2205,0.9,1.7,105,452,0.096577,0.043385,0.001239,70.72973,-23.47251,107941780,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.942140589569161,1.3,51,36,0.258097214285714,0.0913402243273493
"459040",108105,2015-07-01,2015-08-21,"C",2225,0.6,0.75,366,7880,0.096381,0.024463,0.000774,44.10891,-14.69405,107521768,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.93367191011236,0.675,51,36,0.258097214285714,0.0914605079888174
"459045",108105,2015-07-01,2015-08-21,"C",2250,0.3,0.45,199,13538,0.100072,0.014014,0.000464,27.45382,-9.556364,107521769,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.923297777777778,0.375,51,36,0.258097214285714,0.0953083005181136
"459189",108105,2015-07-01,2015-09-18,"C",2050,68,69.7,2623,34019,0.153049,0.567247,0.002662,375.7806,-115.637,105389265,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,1.0133756097561,68.85,79,55,0.284576485714286,0.13858939906876
"459192",108105,2015-07-01,2015-09-18,"C",2065,56.9,59.4,8421,7408,0.145458,0.526697,0.002837,380.5942,-111.971,107941866,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,1.00601452784504,58.15,79,55,0.284576485714286,0.132194539890806
"459194",108105,2015-07-01,2015-09-18,"C",2075,50.9,53,4562,16045,0.141983,0.497533,0.002914,381.5894,-110.1873,105389266,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,1.00116626506024,51.95,79,55,0.284576485714286,0.129464460036618
"459201",108105,2015-07-01,2015-09-18,"C",2110,31.5,33.8,768,11721,0.129745,0.385853,0.003061,366.2877,-98.35854,107711336,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.984559241706161,32.65,79,55,0.284576485714286,0.119542075202282
"459209",108105,2015-07-01,2015-09-18,"C",2150,15.1,16.4,1069,26827,0.115012,0.246246,0.002849,302.1581,-73.1334,105389269,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.966241860465116,15.75,79,55,0.284576485714286,0.107007315878325
"459219",108105,2015-07-01,2015-09-18,"C",2200,4.1,4.9,960,35658,0.100842,0.099978,0.00181,168.3288,-36.40173,105389271,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.944281818181818,4.5,79,55,0.284576485714286,0.0948531224003597
"459227",108105,2015-07-01,2015-09-18,"C",2250,0.8,1.4,235,20040,0.09557,0.031237,0.000766,67.51963,-14.06334,105389273,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.923297777777778,1.1,79,55,0.284576485714286,0.0907356529508068
"459326",108105,2015-07-01,2015-10-16,"C",2075,59.6,62.8,278,421,0.145307,0.495694,0.002439,444.1959,-94.81854,108163456,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,1.00116626506024,61.2,107,75,0.308901285714286,0.130681939154633
"459332",108105,2015-07-01,2015-10-16,"C",2150,22.6,24.3,231,1240,0.121392,0.285591,0.002493,379.3663,-69.92837,108163459,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.966241860465116,23.45,107,75,0.308901285714286,0.111361348164086
"459412",108105,2015-07-01,2015-12-19,"C",2050,90.4,93.7,250,29534,0.153305,0.540202,0.001813,555.5216,-74.75677,100903140,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,1.0133756097561,92.05,171,119,0.371684626373626,0.133670150034436
"459416",108105,2015-07-01,2015-12-19,"C",2125,48.6,51.5,500,9389,0.135874,0.388663,0.001983,538.4726,-66.68623,102498027,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.977609411764706,50.05,171,119,0.371684626373626,0.121311380224852
"459429",108105,2015-07-01,2015-12-19,"C",2250,9,10.4,368,23600,0.109631,0.129005,0.001354,296.6571,-31.05606,100269212,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.923297777777778,9.7,171,119,0.371684626373626,0.100698488326756
"460432",108105,2015-07-01,2015-07-24,"C",2090,21.8,22.5,313,739,0.138803,0.425576,0.00541,204.2194,-209.9622,107591659,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.993980861244019,22.15,23,16,0.186005142857143,0.133134177654562
"460438",108105,2015-07-01,2015-07-24,"C",2120,8.6,9.2,3041,1420,0.120053,0.24372,0.005004,163.3854,-147.0799,107591665,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.979915094339623,8.9,23,16,0.186005142857143,0.115933547148353
"460440",108105,2015-07-01,2015-07-24,"C",2130,5.7,6.1,3440,943,0.113821,0.184443,0.004487,138.8768,-118.9496,107591667,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.97531455399061,5.9,23,16,0.186005142857143,0.110130845137606
"460442",108105,2015-07-01,2015-07-24,"C",2140,3.5,3.9,7028,3119,0.108327,0.131856,0.00378,111.3626,-91.09335,107591669,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.970757009345794,3.7,23,16,0.186005142857143,0.105014195166267
"460444",108105,2015-07-01,2015-07-24,"C",2150,2.15,2.35,162,5186,0.104295,0.090143,0.002988,84.75879,-66.97894,107591671,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.966241860465116,2.25,23,16,0.186005142857143,0.101294535197542
"460446",108105,2015-07-01,2015-07-24,"C",2160,1.2,1.45,744,2279,0.101261,0.058995,0.002226,61.28804,-47.17349,107591673,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.961768518518519,1.325,23,16,0.186005142857143,0.0985204374409608
"460448",108105,2015-07-01,2015-07-24,"C",2170,0.65,0.9,246,1224,0.0994,0.037697,0.001584,42.81018,-32.44226,107591675,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.957336405529954,0.775,23,16,0.186005142857143,0.096868225547003
"460450",108105,2015-07-01,2015-07-24,"C",2180,0.35,0.55,183,728,0.098302,0.023602,0.001086,29.03528,-21.81958,107591677,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,0.95294495412844,0.45,23,16,0.186005142857143,0.0959412295858012
"460602",108105,2015-07-01,2015-07-31,"C",2050,50.3,51.4,300,666,0.158114,0.611438,0.004061,227.7596,-197.7763,106733902,1,NA,1,"CBOE S&P 500 INDEX","E",2077.42,1.0133756097561,50.85,30,21,0.204902142857143,0.148291204686437
"474932",108105,2015-07-08,2015-08-21,"C",2045,46,47.7,215,263,0.171662,0.502802,0.003301,279.6154,-186.343,107941768,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,1.00082151589242,46.85,44,32,0.210025642857143,0.157270527789065
"474936",108105,2015-07-08,2015-08-21,"C",2065,34,36.1,125,357,0.161336,0.431955,0.003462,275.6662,-173.8438,107941770,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.991128329297821,35.05,44,32,0.210025642857143,0.148385281552893
"474941",108105,2015-07-08,2015-08-21,"C",2090,22.1,23.5,179,1161,0.149665,0.336294,0.003466,255.9631,-150.9863,107655808,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.979272727272727,22.8,44,32,0.210025642857143,0.138295699729198
"474944",108105,2015-07-08,2015-08-21,"C",2105,16,17.1,138,472,0.141905,0.275939,0.003349,234.5276,-131.7325,107941773,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.972294536817102,16.55,44,32,0.210025642857143,0.131441108896921
"474947",108105,2015-07-08,2015-08-21,"C",2120,11,12,942,3346,0.134808,0.217126,0.0031,206.239,-110.515,107559306,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.965415094339623,11.5,44,32,0.210025642857143,0.125163219836804
"474953",108105,2015-07-08,2015-08-21,"C",2150,4.2,5,689,26549,0.121333,0.113032,0.002248,134.6018,-65.4208,107521765,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.951944186046512,4.6,44,32,0.210025642857143,0.113138774782612
"474955",108105,2015-07-08,2015-08-21,"C",2160,2.65,3.6,644,4887,0.116749,0.084511,0.001888,108.781,-50.99079,107559308,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.947537037037037,3.125,44,32,0.210025642857143,0.109004089578661
"474957",108105,2015-07-08,2015-08-21,"C",2170,1.7,2.4,422,7883,0.112579,0.060913,0.001523,84.63621,-38.34224,107655811,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.943170506912442,2.05,44,32,0.210025642857143,0.105242872959099
"474959",108105,2015-07-08,2015-08-21,"C",2180,1.3,1.85,348,11346,0.112957,0.048418,0.001266,70.58378,-32.17145,107559309,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.938844036697248,1.575,44,32,0.210025642857143,0.105757388013132
"474962",108105,2015-07-08,2015-08-21,"C",2195,0.6,1.2,123,550,0.110609,0.030262,0.000882,48.12615,-21.55078,107941779,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.932428246013667,0.9,44,32,0.210025642857143,0.103750486319208
"474967",108105,2015-07-08,2015-08-21,"C",2220,0.1,0.7,178,9407,0.110511,0.014736,0.00048,26.19205,-11.77764,107559310,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.921927927927928,0.4,44,32,0.210025642857143,0.103950915258557
"474969",108105,2015-07-08,2015-08-21,"C",2230,0,0.65,114,1920,0.112429,0.012042,0.000397,22.00177,-10.08412,107655814,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.917793721973094,0.325,44,32,0.210025642857143,0.105866480442422
"475158",108105,2015-07-08,2015-09-18,"C",2025,69.4,71.4,277,4348,0.17499,0.551731,0.002493,355.5337,-141.1957,105389264,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,1.01070617283951,70.4,72,51,0.245694514285714,0.159791640472355
"475162",108105,2015-07-08,2015-09-18,"C",2045,56.9,58.7,5952,1995,0.167602,0.500091,0.002627,358.7922,-137.6146,107941864,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,1.00082151589242,57.8,72,51,0.245694514285714,0.153789318311497
"475164",108105,2015-07-08,2015-09-18,"C",2055,50.8,52.7,5586,23184,0.163528,0.47255,0.002687,358.051,-134.4869,107941865,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.995951338199513,51.75,72,51,0.245694514285714,0.150372169608003
"475168",108105,2015-07-08,2015-09-18,"C",2075,39.6,41.6,1771,30425,0.155648,0.41437,0.002766,350.793,-126.3142,105389266,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.986351807228916,40.6,72,51,0.245694514285714,0.14371914524497
"475173",108105,2015-07-08,2015-09-18,"C",2100,28,29.2,4035,62972,0.146304,0.337527,0.00276,329.0794,-112.3366,105389267,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.974609523809524,28.6,72,51,0.245694514285714,0.135753167395248
"475179",108105,2015-07-08,2015-09-18,"C",2130,16.3,17.5,1016,253,0.134587,0.242202,0.002567,281.5408,-89.21286,107711338,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.960882629107981,16.9,72,51,0.245694514285714,0.125523947605169
"475183",108105,2015-07-08,2015-09-18,"C",2150,10.5,11.6,542,28201,0.127167,0.18153,0.002295,237.7953,-71.59824,105389269,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.951944186046512,11.05,72,51,0.245694514285714,0.118982153719733
"475186",108105,2015-07-08,2015-09-18,"C",2165,7.2,8.2,810,1314,0.122025,0.140282,0.002021,200.9523,-58.29439,107941874,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.945348729792148,7.7,72,51,0.245694514285714,0.114433219575546
"475189",108105,2015-07-08,2015-09-18,"C",2180,4.7,5.7,860,385,0.117536,0.104703,0.001709,163.6372,-45.90442,107711342,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.938844036697248,5.2,72,51,0.245694514285714,0.110469797346249
"476273",108105,2015-07-08,2015-07-24,"C",2055,27.2,27.6,250,147,0.187433,0.458607,0.004937,169.9069,-347.0416,107591652,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.995951338199513,27.4,16,12,0.1661,0.175384721781826
"476275",108105,2015-07-08,2015-07-24,"C",2065,21.8,22.3,191,6219,0.180466,0.406021,0.005012,166.0829,-327.5292,107591654,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.991128329297821,22.05,16,12,0.1661,0.169123981769959
"476277",108105,2015-07-08,2015-07-24,"C",2075,17,17.6,1031,3445,0.173719,0.351537,0.004981,158.889,-302.4212,107591656,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.986351807228916,17.3,16,12,0.1661,0.163036531841818
"476279",108105,2015-07-08,2015-07-24,"C",2085,12.8,13.3,341,365,0.166308,0.295389,0.004842,147.8752,-270.0821,107591658,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.981621103117506,13.05,16,12,0.1661,0.156281823544767
"476281",108105,2015-07-08,2015-07-24,"C",2095,9.2,9.6,154,726,0.158578,0.238981,0.004563,132.8541,-231.8681,107591660,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.976935560859189,9.4,16,12,0.1661,0.149194136348208
"476283",108105,2015-07-08,2015-07-24,"C",2105,6.4,6.7,261,439,0.151992,0.186386,0.004116,114.8774,-192.5797,107591662,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.972294536817102,6.55,16,12,0.1661,0.143165904308083
"476807",108105,2015-07-08,2015-08-14,"C",2070,29.3,30.5,240,221,0.160643,0.408502,0.003705,252.7304,-186.0837,107688269,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.988734299516908,29.9,37,27,0.200033363636364,0.150000603743408
"476813",108105,2015-07-08,2015-08-14,"C",2100,15.7,16.6,516,623,0.144417,0.282595,0.003589,220.1157,-147.001,107688275,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.974609523809524,16.15,37,27,0.200033363636364,0.135521314001544
"476823",108105,2015-07-08,2015-08-14,"C",2150,3.4,3.8,429,673,0.121891,0.097697,0.002171,112.3705,-64.1776,107688285,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.951944186046512,3.6,37,27,0.200033363636364,0.115220495679598
"476828",108105,2015-07-08,2015-08-14,"C",2175,0.95,1.5,120,650,0.112335,0.041721,0.001218,58.0855,-30.74089,107688290,1,NA,1,"CBOE S&P 500 INDEX","E",2046.68,0.941002298850575,1.225,37,27,0.200033363636364,0.106509398576673
"495400",108105,2015-07-15,2015-08-21,"C",2200,0.9,1.2,4542,29228,0.083956,0.046222,0.001742,64.07593,-25.60284,107521767,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.957909090909091,1.05,37,27,0.1993975,0.077771665060379
"495402",108105,2015-07-15,2015-08-21,"C",2210,0.45,1.2,568,6316,0.086766,0.03643,0.00139,52.82833,-21.92172,107655813,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.953574660633484,0.825,37,27,0.1993975,0.0805910191253433
"495404",108105,2015-07-15,2015-08-21,"C",2220,0.2,0.95,3491,9723,0.087691,0.026288,0.00105,40.33019,-16.97967,107559310,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.949279279279279,0.575,37,27,0.1993975,0.0816251640314186
"495410",108105,2015-07-15,2015-08-21,"C",2250,0.25,0.4,185,14159,0.097228,0.014444,0.00057,24.2564,-11.43438,107521769,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.936622222222222,0.325,37,27,0.1993975,0.0909937687469492
"495590",108105,2015-07-15,2015-09-18,"C",2000,118.5,120.7,1010,56691,0.159847,0.777204,0.002093,260.5448,-91.32359,105389263,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,1.0537,119.6,65,46,0.252751657142857,0.133742241778679
"495609",108105,2015-07-15,2015-09-18,"C",2095,47,48.8,1100,15576,0.127568,0.531215,0.00352,349.6701,-108.5317,107941868,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,1.00591885441527,47.9,65,46,0.252751657142857,0.1141529581368
"495611",108105,2015-07-15,2015-09-18,"C",2105,41.1,42.6,10212,11078,0.124396,0.495209,0.003622,350.8601,-107.0635,107941869,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,1.00114014251781,41.85,65,46,0.252751657142857,0.11185416603052
"495625",108105,2015-07-15,2015-09-18,"C",2175,9.4,10.5,1419,19795,0.098544,0.206864,0.00328,251.7325,-63.49061,105389270,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.968919540229885,9.95,65,46,0.252751657142857,0.0908169591222961
"495630",108105,2015-07-15,2015-09-18,"C",2200,4.2,5.2,2377,41202,0.091862,0.119753,0.002462,176.0957,-41.93538,105389271,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.957909090909091,4.7,65,46,0.252751657142857,0.0852761672341785
"495801",108105,2015-07-15,2015-10-16,"C",2275,0.75,1.6,360,3471,0.086531,0.03316,0.000807,78.13581,-12.27287,108163464,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.92632967032967,1.175,93,66,0.283994857142857,0.0806263083317259
"495873",108105,2015-07-15,2015-12-19,"C",2075,87.1,89.4,125,11310,0.145479,0.551542,0.001961,538.0781,-73.71729,102498026,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,1.01561445783133,88.25,157,110,0.349174171428571,0.125347884235532
"495876",108105,2015-07-15,2015-12-19,"C",2125,56.8,58.8,200,10299,0.132369,0.444611,0.002159,538.8643,-69.15694,102498027,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.991717647058824,57.8,157,110,0.349174171428571,0.116164110728118
"495878",108105,2015-07-15,2015-12-19,"C",2175,32.7,34.3,2700,7771,0.119925,0.323806,0.002172,491.1688,-58.58541,102498029,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.968919540229885,33.5,157,110,0.349174171428571,0.106900355017044
"495889",108105,2015-07-15,2015-12-19,"C",2250,9.8,11,1319,24033,0.102695,0.147051,0.001627,315.1307,-33.23042,100269212,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.936622222222222,10.4,157,110,0.349174171428571,0.093309076063225
"495962",108105,2015-07-15,2016-01-15,"C",2050,110.8,113.9,250,9277,0.154722,0.587851,0.001664,573.3619,-69.02554,103574114,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,1.028,112.35,184,128,0.373529714285714,0.131988882109702
"495968",108105,2015-07-15,2016-01-15,"C",2200,29.4,31.3,750,6626,0.119044,0.285216,0.001902,504.2415,-50.51893,103574120,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.957909090909091,30.35,184,128,0.373529714285714,0.106707706874586
"496727",108105,2015-07-15,2015-07-31,"C",2100,23.1,24.3,1615,9533,0.117724,0.548902,0.007615,174.5283,-214.1598,106733904,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,1.00352380952381,23.7,16,12,0.16592925,0.107498648321241
"496730",108105,2015-07-15,2015-07-31,"C",2115,14.4,15,105,865,0.107509,0.427195,0.008264,172.9682,-196.396,107522297,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.996406619385343,14.7,16,12,0.16592925,0.0988946637728499
"496732",108105,2015-07-15,2015-07-31,"C",2125,9.6,10.1,410,11759,0.100934,0.337275,0.008198,161.0867,-173.0539,106733905,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.991717647058824,9.85,16,12,0.16592925,0.0932442211306441
"496734",108105,2015-07-15,2015-07-31,"C",2135,5.8,6.2,341,5608,0.094272,0.245502,0.007563,138.8046,-140.2306,107522300,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.987072599531616,6,16,12,0.16592925,0.0874180387793653
"496736",108105,2015-07-15,2015-07-31,"C",2145,3.2,3.5,807,2114,0.088888,0.162916,0.006275,108.5951,-104.1143,107522302,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.982470862470862,3.35,16,12,0.16592925,0.0827165338247485
"496906",108105,2015-07-15,2015-08-07,"C",2110,20.6,21.2,951,5041,0.110255,0.471473,0.006815,210.2732,-166.7132,107644872,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.998767772511848,20.9,23,17,0.176536,0.100945233020912
"496911",108105,2015-07-15,2015-08-07,"C",2135,8.7,9.1,800,1908,0.09642,0.283803,0.006638,179.1262,-126.6711,107644877,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.987072599531616,8.9,23,17,0.176536,0.0892510536044215
"497088",108105,2015-07-15,2015-08-14,"C",2140,9.8,10.3,777,955,0.097713,0.279012,0.005688,202.8662,-110.4487,107688283,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.984766355140187,10.05,30,22,0.18714275,0.0903333358288418
"497095",108105,2015-07-15,2015-08-14,"C",2175,2.15,2.5,134,1659,0.087102,0.095192,0.003215,102.2264,-50.70975,107688290,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.968919540229885,2.325,30,22,0.18714275,0.0814988462074765
"497097",108105,2015-07-15,2015-08-14,"C",2185,1.35,1.6,370,4302,0.086114,0.065462,0.00245,77.00071,-37.96052,107688292,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.964485125858124,1.475,30,22,0.18714275,0.0808047420434268
"497100",108105,2015-07-15,2015-08-14,"C",2200,0.7,0.95,171,1052,0.087418,0.039163,0.001603,51.16127,-25.78519,107688295,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.957909090909091,0.825,30,22,0.18714275,0.0823458432221273
"497447",108105,2015-07-15,2015-08-31,"C",2150,11.6,12.3,836,7831,0.097859,0.268848,0.004453,249.2007,-85.09531,107021383,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.980186046511628,11.95,47,33,0.21906,0.0914300224544224
"497456",108105,2015-07-15,2015-08-31,"C",2195,2.2,2.6,104,204,0.085284,0.082581,0.00236,115.0802,-35.16419,107985921,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.960091116173121,2.4,47,33,0.21906,0.0808608837720271
"497626",108105,2015-07-15,2015-09-04,"C",2150,13.6,14.6,10238,9349,0.102488,0.285423,0.004202,267.255,-87.86938,107924756,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.980186046511628,14.1,51,37,0.226925,0.0940243810574864
"497816",108105,2015-07-15,2015-09-11,"C",2200,3.2,3.8,479,391,0.088527,0.10067,0.002369,148.0287,-37.6878,107969649,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,0.957909090909091,3.5,58,41,0.24068875,0.0831581969063256
"498156",108105,2015-07-15,2015-09-30,"C",2100,48.9,50.2,300,3188,0.128713,0.510092,0.003188,384.4201,-99.4883,105469902,1,NA,1,"CBOE S&P 500 INDEX","E",2107.4,1.00352380952381,49.55,77,54,0.2661416,0.116189124558993
"514718",108105,2015-07-22,2015-08-21,"C",2110,23.3,24.5,681,5693,0.098074,0.513236,0.006811,237.2293,-127.5874,107655809,1,NA,1,"CBOE S&P 500 INDEX","E",2114.15,1.00196682464455,23.9,30,22,0.189600642857143,0.0866729858974793
