"","secid","date","exdate","cp_flag","strike_price","best_bid","best_offer","volume","open_interest","impl_volatility","delta","gamma","vega","theta","optionid","cfadj","forward_price","index_flag","issuer","exercise_style","SPOT","moneyness","price","TM","TTM","interest","own_impvol"
"39876",108105,2015-01-21,2015-02-27,"C",2155,1.05,1.65,228,331,0.111337,0.046025,0.001339,62.42622,-32.79825,106157851,1,NA,1,"CBOE S&P 500 INDEX","E",2032.12,0.942979118329466,1.35,37,26,0.180987857142857,0.107692076471768
"39882",108105,2015-01-21,2015-02-27,"C",2185,0.15,0.75,7157,7170,0.109826,0.017708,0.000614,28.23717,-14.72559,106157856,1,NA,1,"CBOE S&P 500 INDEX","E",2032.12,0.930032036613272,0.45,37,26,0.180987857142857,0.106594565229912
"40039",108105,2015-01-21,2015-03-06,"C",2115,7.1,7.8,159,849,0.121894,0.166128,0.002897,175.7823,-83.5527,106208575,1,NA,1,"CBOE S&P 500 INDEX","E",2032.12,0.960813238770685,7.45,44,31,0.193289857142857,0.116593408223872
"54164",108105,2015-01-28,2015-02-20,"C",2200,0.1,0.2,1078,25420,0.154014,0.006208,0.000231,8.613026,-10.79737,105697038,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.910072727272727,0.15,23,16,0.162763428571429,0.148505764786404
"54173",108105,2015-01-28,2015-02-20,"C",2275,0,0.05,2026,2370,0.169936,0.001086,4.3e-05,1.785298,-2.480556,105888730,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.88007032967033,0.025,23,16,0.162763428571429,0.164261755829155
"54333",108105,2015-01-28,2015-03-20,"C",1990,54.5,56.6,125,19297,0.175267,0.535501,0.003051,293.6342,-170.5265,106208379,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,1.00611055276382,55.55,51,36,0.218604642857143,0.162499131325719
"54335",108105,2015-01-28,2015-03-20,"C",2000,48.3,50.4,1795,136039,0.171043,0.504322,0.003139,294.8635,-167.7813,103079807,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,1.00108,49.35,51,36,0.218604642857143,0.158946129906183
"54337",108105,2015-01-28,2015-03-20,"C",2010,42.3,43.9,1877,14037,0.165589,0.471326,0.003235,294.1917,-162.5783,106208382,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.996099502487562,43.1,51,36,0.218604642857143,0.154158987118419
"54339",108105,2015-01-28,2015-03-20,"C",2020,36.6,38.4,5115,18619,0.1612,0.43705,0.003291,291.3403,-157.3012,106122779,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.991168316831683,37.5,51,36,0.218604642857143,0.150381887197367
"54341",108105,2015-01-28,2015-03-20,"C",2030,31.5,33.3,5157,9098,0.15731,0.401912,0.003312,286.1168,-151.3045,106208384,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.986285714285714,32.4,51,36,0.218604642857143,0.147057612637486
"54343",108105,2015-01-28,2015-03-20,"C",2040,26.7,28.5,2119,14914,0.153167,0.365754,0.003308,278.2652,-143.7598,106122780,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.981450980392157,27.6,51,36,0.218604642857143,0.143457859536212
"54350",108105,2015-01-28,2015-03-20,"C",2075,13.4,14.8,757,27851,0.139279,0.238239,0.002997,229.1826,-108.8276,103079810,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.964896385542169,14.1,51,36,0.218604642857143,0.131242374837454
"54353",108105,2015-01-28,2015-03-20,"C",2090,9.5,10.8,3221,10311,0.134817,0.189068,0.002705,200.2905,-92.46513,106208391,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.957971291866029,10.15,51,36,0.218604642857143,0.127350646192335
"54357",108105,2015-01-28,2015-03-20,"C",2110,5.6,6.8,1108,2514,0.129325,0.131457,0.002223,157.8519,-70.27657,106208394,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.948890995260664,6.2,51,36,0.218604642857143,0.122527426856944
"54363",108105,2015-01-28,2015-03-20,"C",2140,2.3,3.2,1188,4022,0.123609,0.069204,0.001452,98.5681,-42.24268,106122784,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.935588785046729,2.75,51,36,0.218604642857143,0.117579414240773
"54367",108105,2015-01-28,2015-03-20,"C",2160,1.1,2,975,8737,0.12132,0.042937,0.001015,67.5984,-28.5514,106122785,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.926925925925926,1.55,51,36,0.218604642857143,0.115669521556861
"54369",108105,2015-01-28,2015-03-20,"C",2170,0.75,1.55,668,1164,0.120418,0.033301,0.000831,54.94054,-23.07584,106222309,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.922654377880184,1.15,51,36,0.218604642857143,0.114930658316035
"54371",108105,2015-01-28,2015-03-20,"C",2180,0.7,1.3,573,3528,0.122944,0.028928,0.000724,48.90098,-21.0128,106122786,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.918422018348624,1,51,36,0.218604642857143,0.117475772499952
"54373",108105,2015-01-28,2015-03-20,"C",2200,0.6,0.65,1524,50630,0.124141,0.018913,0.000502,34.20291,-14.88913,103079813,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.910072727272727,0.625,51,36,0.218604642857143,0.118839726818507
"54496",108105,2015-01-28,2015-04-17,"C",2025,44.9,47.6,425,6564,0.161659,0.434859,0.002622,363.145,-123.4568,106341625,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.988720987654321,46.25,79,55,0.238624514285714,0.150558958316149
"54508",108105,2015-01-28,2015-04-17,"C",2125,8.7,10.3,2003,5438,0.130412,0.154758,0.00197,220.0283,-62.20737,106341629,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.942192941176471,9.5,79,55,0.238624514285714,0.123573865345798
"54513",108105,2015-01-28,2015-04-17,"C",2170,2.95,4.1,133,441,0.121908,0.07182,0.001213,126.631,-33.83373,106369339,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.922654377880184,3.525,79,55,0.238624514285714,0.116227528586007
"54621",108105,2015-01-28,2015-05-15,"C",2175,5.5,6.8,9600,520,0.123587,0.100012,0.001314,189.1022,-37.07583,106609973,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.920533333333333,6.15,107,75,0.251427714285714,0.116501578447092
"55823",108105,2015-01-28,2015-02-27,"C",1995,41.3,42.6,106,1860,0.173763,0.52699,0.003984,228.0962,-223.6854,106157826,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,1.00358897243108,41.95,30,21,0.177401928571429,0.165589389943698
"55829",108105,2015-01-28,2015-02-27,"C",2025,24.6,25.7,106,1384,0.158668,0.398251,0.004232,221.261,-200.4099,105188542,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.988720987654321,25.15,30,21,0.177401928571429,0.152166098575357
"55836",108105,2015-01-28,2015-02-27,"C",2060,10.8,11.5,383,326,0.14194,0.23765,0.003793,177.364,-145.3038,106157836,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.971922330097087,11.15,30,21,0.177401928571429,0.136951139018876
"55842",108105,2015-01-28,2015-02-27,"C",2090,4.1,4.7,317,1047,0.130204,0.12126,0.002695,115.6195,-87.57877,106157841,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.957971291866029,4.4,30,21,0.177401928571429,0.126173460842991
"55852",108105,2015-01-28,2015-02-27,"C",2140,0.5,1.05,3067,6734,0.123604,0.028721,0.000925,37.65892,-27.36959,106157849,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.935588785046729,0.775,30,21,0.177401928571429,0.12047761204577
"56174",108105,2015-01-28,2015-03-13,"C",2050,19.9,21,509,800,0.147209,0.316861,0.003476,247.25,-140.6774,106395431,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.976663414634146,20.45,44,31,0.206678928571429,0.140091279622023
"56541",108105,2015-01-28,2015-03-31,"C",2200,0.75,1.1,123,522,0.118926,0.025315,0.000602,48.7122,-16.2418,103141714,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.910072727272727,0.925,62,43,0.226687678571429,0.115436825051067
"56926",108105,2015-01-28,2015-04-30,"C",2150,7.4,8.3,255,562,0.127658,0.126239,0.001613,208.0593,-48.68192,105833840,1,NA,1,"CBOE S&P 500 INDEX","E",2002.16,0.931237209302326,7.85,92,64,0.244568857142857,0.121586201853387
"70665",108105,2015-02-04,2015-02-20,"C",2050,16.7,18.5,5596,51864,0.134134,0.434645,0.007086,162.7867,-251.1205,105697033,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.995858536585366,17.6,16,11,0.156462357142857,0.126201191067708
"70667",108105,2015-02-04,2015-02-20,"C",2060,12.1,13.7,405,7545,0.128957,0.360082,0.007007,154.7688,-230.785,105728781,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.99102427184466,12.9,16,11,0.156462357142857,0.12169280539355
"70669",108105,2015-02-04,2015-02-20,"C",2070,8.4,9.6,739,12045,0.123806,0.285344,0.006627,140.5314,-202.1416,105888714,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.986236714975845,9,16,11,0.156462357142857,0.117136422342664
"70671",108105,2015-02-04,2015-02-20,"C",2080,5.4,6.6,588,13478,0.119408,0.2154,0.005917,121.0183,-168.6135,105728782,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.981495192307692,6,16,11,0.156462357142857,0.113241257726514
"70677",108105,2015-02-04,2015-02-20,"C",2110,0.95,1.75,1083,10783,0.110457,0.067736,0.002863,54.16777,-70.53162,105888716,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.96754028436019,1.35,16,11,0.156462357142857,0.10533851554502
"70679",108105,2015-02-04,2015-02-20,"C",2120,0.4,1.2,2237,10781,0.109904,0.043386,0.002023,38.0847,-49.47538,105728783,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.96297641509434,0.8,16,11,0.156462357142857,0.104965866765837
"70685",108105,2015-02-04,2015-02-20,"C",2150,0.2,0.5,2905,45922,0.123825,0.018889,9e-04,19.08671,-28.12345,105697037,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.949539534883721,0.35,16,11,0.156462357142857,0.118693534883107
"70700",108105,2015-02-04,2015-02-20,"C",2225,0.05,0.1,274,2093,0.159011,0.003737,0.000169,4.612295,-8.798191,105888726,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.917532584269663,0.075,16,11,0.156462357142857,0.153098348142057
"70861",108105,2015-02-04,2015-03-20,"C",1975,83.9,86.5,183,15373,0.172511,0.710029,0.002819,238.7577,-151.9429,103079806,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,1.03367594936709,85.2,44,31,0.225851857142857,0.155691796398993
"70886",108105,2015-02-04,2015-03-20,"C",2100,11.3,12.9,4482,51219,0.122517,0.243159,0.003643,219.1723,-106.1728,103079811,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.972147619047619,12.1,44,31,0.225851857142857,0.115164348722953
"70891",108105,2015-02-04,2015-03-20,"C",2125,5.2,6.3,722,22287,0.113014,0.143945,0.002862,158.8151,-71.56611,104862874,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.960710588235294,5.75,44,31,0.225851857142857,0.10673986720884
"70896",108105,2015-02-04,2015-03-20,"C",2150,2.3,2.9,811,61452,0.108348,0.077164,0.001904,101.3095,-44.11662,103079812,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.949539534883721,2.6,44,31,0.225851857142857,0.102793224787814
"70901",108105,2015-02-04,2015-03-20,"C",2175,0.7,1.5,546,33283,0.105715,0.037602,0.001106,57.39505,-24.54834,104877325,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.938625287356322,1.1,44,31,0.225851857142857,0.100672256847208
"71021",108105,2015-02-04,2015-04-17,"C",1975,94.6,98.2,146,222,0.17466,0.663894,0.002305,326.4232,-125.3723,106341623,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,1.03367594936709,96.4,72,50,0.2451032,0.158002514252103
"71030",108105,2015-02-04,2015-04-17,"C",2050,44.9,47.9,1044,8827,0.148636,0.46793,0.002962,356.916,-121.4902,106341626,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.995858536585366,46.4,72,50,0.2451032,0.137750894694886
"71036",108105,2015-02-04,2015-04-17,"C",2100,21.1,23.5,434,8140,0.131515,0.304034,0.002948,314.3375,-96.61764,106341628,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.972147619047619,22.3,72,50,0.2451032,0.12332371349599
"71042",108105,2015-02-04,2015-04-17,"C",2150,7.2,8.8,6474,15307,0.117091,0.149812,0.002207,209.5165,-58.31416,106341630,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.949539534883721,8,72,50,0.2451032,0.110863191851466
"71142",108105,2015-02-04,2015-05-15,"C",2050,54.8,58,301,551,0.152251,0.471758,0.002447,421.216,-103.3236,106609968,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.995858536585366,56.4,100,70,0.258392,0.13920750080517
"71154",108105,2015-02-04,2015-05-15,"C",2200,4.6,5.9,5012,8441,0.113367,0.09511,0.001402,179.627,-34.5518,106609974,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.927959090909091,5.25,100,70,0.258392,0.106796071766983
"71217",108105,2015-02-04,2015-06-19,"C",2025,80.1,83.8,420,10941,0.162076,0.526518,0.001971,488.8605,-91.42403,101609632,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,1.00815308641975,81.95,135,94,0.277650071428571,0.145995609379923
"71219",108105,2015-02-04,2015-06-19,"C",2075,51.9,55.1,361,13139,0.148797,0.419153,0.002112,480.8256,-84.34879,101609634,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.983860240963855,53.5,135,94,0.277650071428571,0.135754999208716
"71224",108105,2015-02-04,2015-06-19,"C",2200,9.7,11.5,1010,23082,0.120606,0.143038,0.001511,278.7576,-41.34172,101609637,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.927959090909091,10.6,135,94,0.277650071428571,0.112756536812724
"72201",108105,2015-02-04,2015-02-27,"C",2025,35.9,38,260,2241,0.143342,0.584604,0.0053,199.5337,-207.6111,105188542,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,1.00815308641975,36.95,23,16,0.174765107142857,0.135952471131831
"72204",108105,2015-02-04,2015-02-27,"C",2040,26.7,28.6,5769,281,0.136766,0.503054,0.005685,204.2074,-204.9747,106157833,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,1.00074019607843,27.65,23,16,0.174765107142857,0.130520240495805
"72208",108105,2015-02-04,2015-02-27,"C",2060,16.6,17.6,124,1416,0.127188,0.382303,0.005848,195.3287,-184.4939,106157836,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.99102427184466,17.1,23,16,0.174765107142857,0.122177160245612
"72211",108105,2015-02-04,2015-02-27,"C",2075,10.6,11.5,500,4884,0.120857,0.289221,0.005517,175.0947,-158.3569,105188544,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.983860240963855,11.05,23,16,0.174765107142857,0.116586575835344
"72216",108105,2015-02-04,2015-02-27,"C",2100,4,4.6,871,10130,0.110489,0.148705,0.004092,118.7531,-99.20225,105188545,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.972147619047619,4.3,23,16,0.174765107142857,0.107188741233782
"72222",108105,2015-02-04,2015-02-27,"C",2130,0.9,1.3,205,4465,0.104291,0.049766,0.001922,52.64428,-41.92209,106157847,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.958455399061033,1.1,23,16,0.174765107142857,0.101724128240267
"72224",108105,2015-02-04,2015-02-27,"C",2140,0.55,0.9,207,10934,0.10473,0.034513,0.001423,39.13765,-31.38465,106157849,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.953976635514019,0.725,23,16,0.174765107142857,0.102307589230246
"72374",108105,2015-02-04,2015-03-06,"C",2035,34,36.1,141,117,0.142105,0.52576,0.004779,232.635,-183.9035,106208559,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,1.00319901719902,35.05,30,21,0.193067857142857,0.134269941030523
"72381",108105,2015-02-04,2015-03-06,"C",2070,16.1,17.4,241,738,0.126738,0.344303,0.004959,215.2794,-154.7234,106208566,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.986236714975845,16.75,30,21,0.193067857142857,0.12105037984819
"72397",108105,2015-02-04,2015-03-06,"C",2150,0.75,1.2,836,14849,0.104798,0.039827,0.0014,50.24456,-30.73215,106208582,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,0.949539534883721,0.975,30,21,0.193067857142857,0.101706656436396
"72877",108105,2015-02-04,2015-03-31,"C",2000,70.6,72.4,200,714,0.16343,0.623291,0.00292,299.7006,-142.5588,103141711,1,NA,1,"CBOE S&P 500 INDEX","E",2041.51,1.020755,71.5,55,38,0.233595071428571,0.151575979690501
"87635",108105,2015-02-11,2015-03-20,"C",2000,82.9,84.9,310,137617,0.171871,0.73169,0.00294,213.2252,-161.3523,103079807,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,1.034265,83.9,37,26,0.186309285714286,0.155186233366153
"87641",108105,2015-02-11,2015-03-20,"C",2030,59.8,61.8,1723,13146,0.158971,0.643131,0.003601,241.6024,-173.2581,106208384,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,1.0189802955665,60.8,37,26,0.186309285714286,0.14561198085777
"87646",108105,2015-02-11,2015-03-20,"C",2055,42.6,44.6,1471,18132,0.148239,0.550846,0.0041,256.5229,-174.4195,106208387,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,1.00658394160584,43.6,37,26,0.186309285714286,0.137087542523776
"87648",108105,2015-02-11,2015-03-20,"C",2065,36.9,38.2,10303,15459,0.144662,0.50927,0.004236,258.6244,-172.6988,106208388,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,1.00170944309927,37.55,37,26,0.186309285714286,0.134261784843976
"87650",108105,2015-02-11,2015-03-20,"C",2075,30.9,32.2,4574,32350,0.139649,0.465172,0.004374,257.7679,-166.9948,103079810,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.996881927710843,31.55,37,26,0.186309285714286,0.129976072144053
"87657",108105,2015-02-11,2015-03-20,"C",2110,14.4,15.6,3320,32310,0.124672,0.298296,0.004278,225.0719,-132.3261,106208394,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.980345971563981,15,37,26,0.186309285714286,0.117105094575872
"87661",108105,2015-02-11,2015-03-20,"C",2130,8.2,9.1,808,6666,0.11713,0.20555,0.003737,184.7382,-102.8594,106222304,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.971140845070423,8.65,37,26,0.186309285714286,0.110508518249895
"87665",108105,2015-02-11,2015-03-20,"C",2150,3.9,5,2235,51984,0.11042,0.126454,0.002891,134.7401,-71.21948,103079812,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.962106976744186,4.45,37,26,0.186309285714286,0.104580926132914
"87669",108105,2015-02-11,2015-03-20,"C",2170,1.85,2.7,1314,2547,0.107609,0.073825,0.002,90.81859,-47.08963,106222309,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.953239631336406,2.275,37,26,0.186309285714286,0.102288140323648
"87671",108105,2015-02-11,2015-03-20,"C",2180,1.05,2,2433,4305,0.105647,0.053277,0.00158,70.4428,-35.95699,106122786,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.948866972477064,1.525,37,26,0.186309285714286,0.100575089714222
"87674",108105,2015-02-11,2015-03-20,"C",2210,0.4,1.3,1235,6899,0.113706,0.030069,0.000923,44.27339,-24.52112,106222311,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.935986425339367,0.85,37,26,0.186309285714286,0.108732898012822
"87799",108105,2015-02-11,2015-04-17,"C",2050,59.1,61.2,252,14282,0.155725,0.54946,0.002924,341.6324,-133.8399,106341626,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,1.00903902439024,60.15,65,45,0.229649628571429,0.143696119962713
"87805",108105,2015-02-11,2015-04-17,"C",2100,30,32.2,354,9627,0.136275,0.386991,0.003236,330.8564,-116.0126,106341628,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.985014285714286,31.1,65,45,0.229649628571429,0.127397444805657
"87811",108105,2015-02-11,2015-04-17,"C",2150,11,13,1113,25022,0.119193,0.210092,0.002789,249.3739,-77.95296,106341630,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.962106976744186,12,65,45,0.229649628571429,0.112642203065961
"87814",108105,2015-02-11,2015-04-17,"C",2175,5.8,7.3,307,11055,0.112599,0.135475,0.002229,188.3301,-56.0837,106341631,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.951048275862069,6.55,65,45,0.229649628571429,0.106916537300301
"87915",108105,2015-02-11,2015-05-15,"C",2100,40.6,42.9,260,1620,0.142678,0.407597,0.002611,401.7679,-100.6639,106609970,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.985014285714286,41.75,93,65,0.254326428571429,0.131501138227231
"87923",108105,2015-02-11,2015-05-15,"C",2200,7.1,8.7,220,17638,0.115126,0.13416,0.001806,224.1978,-46.92082,106609974,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.940240909090909,7.9,93,65,0.254326428571429,0.108237336802215
"87927",108105,2015-02-11,2015-05-15,"C",2250,2.05,3.2,202,274,0.108457,0.055868,0.000999,116.8517,-23.35945,106609976,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.919346666666667,2.625,93,65,0.254326428571429,0.102774744615833
"87988",108105,2015-02-11,2015-06-19,"C",2075,66,69.5,2271,13601,0.156629,0.479377,0.002072,483.2816,-93.67867,101609634,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.996881927710843,67.75,128,89,0.286554071428571,0.142451631314151
"87990",108105,2015-02-11,2015-06-19,"C",2125,39.9,42.6,887,7693,0.141937,0.363794,0.002159,456.2287,-81.62654,102498022,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.973425882352941,41.25,128,89,0.286554071428571,0.130502314614196
"87992",108105,2015-02-11,2015-06-19,"C",2175,20.8,23.2,611,13572,0.129297,0.244042,0.001983,381.6684,-63.26428,102498023,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.951048275862069,22,128,89,0.286554071428571,0.120058846263102
"88812",108105,2015-02-11,2015-02-27,"C",2040,39.7,41.4,568,7795,0.144063,0.673758,0.005769,155.892,-233.3246,106157833,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,1.01398529411765,40.55,16,11,0.154160428571429,0.13717465691759
"88816",108105,2015-02-11,2015-02-27,"C",2060,26.1,27.6,139,4064,0.134358,0.553454,0.006788,171.064,-243.4072,106157836,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,1.00414077669903,26.85,16,11,0.154160428571429,0.129311471185237
"88819",108105,2015-02-11,2015-02-27,"C",2075,17.8,18.6,551,7385,0.126883,0.447441,0.007192,171.1609,-232.5583,105188544,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.996881927710843,18.2,16,11,0.154160428571429,0.12286389941682
"88822",108105,2015-02-11,2015-02-27,"C",2090,10.8,11.3,593,7414,0.118179,0.331918,0.007089,157.131,-200.5712,106157841,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.989727272727273,11.05,16,11,0.154160428571429,0.114976021844542
"88828",108105,2015-02-11,2015-02-27,"C",2120,2.7,2.95,162,6054,0.104674,0.126377,0.004575,89.81499,-102.9571,106157846,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.975721698113208,2.825,16,11,0.154160428571429,0.102603804878347
"88830",108105,2015-02-11,2015-02-27,"C",2130,1.55,1.75,190,4817,0.102371,0.082354,0.003427,65.79738,-74.04265,106157847,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.971140845070423,1.65,16,11,0.154160428571429,0.100549800138621
"88832",108105,2015-02-11,2015-02-27,"C",2140,0.95,1.1,119,9997,0.102824,0.054719,0.002488,47.97475,-54.41485,106157849,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.966602803738318,1.025,16,11,0.154160428571429,0.101185264147978
"88838",108105,2015-02-11,2015-02-27,"C",2170,0.3,0.45,300,219,0.113361,0.020857,0.001022,21.7261,-27.38664,106157854,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.953239631336406,0.375,16,11,0.154160428571429,0.112039670585535
"88848",108105,2015-02-11,2015-02-27,"C",2300,0,0.05,691,387,0.167558,0.001236,5.6e-05,1.771041,-3.342993,105188553,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.899360869565217,0.025,16,11,0.154160428571429,0.166778047399048
"88994",108105,2015-02-11,2015-03-06,"C",2095,13.5,13.8,228,1399,0.122041,0.332092,0.005725,188.3934,-171.2648,106208571,1,NA,1,"CBOE S&P 500 INDEX","E",2068.53,0.987365155131265,13.65,23,16,0.165766761904762,0.117454537038502
