"","secid","date","exdate","cp_flag","strike_price","best_bid","best_offer","volume","open_interest","impl_volatility","delta","gamma","vega","theta","optionid","am_settlement","contract_size","forward_price","index_flag","issuer","exercise_style","SPOT","moneyness","price","TM","TTM","interest","own_impvol"
"910352",108105,2019-10-02,2019-11-22,"C",3105,3.3,3.7,240,363,0.123832,0.061593,0.000909,131.1676,-58.33158,130744904,0,100,2888.241051,1,"CBOE S&P 500 INDEX","E",2887.61,0.929987117552335,3.5,51,37,2.00570592857143,0.117189520569505
"910505",108105,2019-10-02,2019-11-29,"C",3020,19.5,19.9,120,224,0.13976,0.219268,0.001835,339.7512,-149.9674,129384262,0,100,2888.299582,1,"CBOE S&P 500 INDEX","E",2887.61,0.956162251655629,19.7,58,41,1.99958767857143,0.13253919072227
"910509",108105,2019-10-02,2019-11-29,"C",3040,14,14.4,299,742,0.133935,0.17513,0.001671,296.541,-125.4479,129391370,0,100,2888.299582,1,"CBOE S&P 500 INDEX","E",2887.61,0.949871710526316,14.2,58,41,1.99958767857143,0.127260577208359
"910516",108105,2019-10-02,2019-11-29,"C",3075,7.5,7.8,1312,211,0.126264,0.111037,0.001301,217.7235,-86.8291,129244529,0,100,2888.299582,1,"CBOE S&P 500 INDEX","E",2887.61,0.939060162601626,7.65,58,41,1.99958767857143,0.120381207876787
"910526",108105,2019-10-02,2019-11-29,"C",3125,3,3.2,3448,476,0.120969,0.053615,0.000782,125.4145,-47.90759,129303666,0,100,2888.299582,1,"CBOE S&P 500 INDEX","E",2887.61,0.9240352,3.1,58,41,1.99958767857143,0.115864620425512
"910540",108105,2019-10-02,2019-11-29,"C",3200,1,1.15,133,690,0.124572,0.020667,0.000347,57.27909,-22.52006,129231848,0,100,2888.299582,1,"CBOE S&P 500 INDEX","E",2887.61,0.902378125,1.075,58,41,1.99958767857143,0.120004045159457
"910764",108105,2019-10-02,2019-12-20,"C",3000,38.8,39.8,108,483,0.153199,0.308677,0.001707,471.9936,-167.4399,129820497,0,100,2888.434312,1,"CBOE S&P 500 INDEX","E",2887.61,0.962536666666667,39.3,79,56,1.981201,0.143453956270895
"910772",108105,2019-10-02,2019-12-20,"C",3040,24.2,25,172,131,0.142223,0.228775,0.001582,405.9875,-133.7725,130245269,0,100,2888.434312,1,"CBOE S&P 500 INDEX","E",2887.61,0.949871710526316,24.6,79,56,1.981201,0.133707055017913
"910789",108105,2019-10-02,2019-12-20,"C",3125,7.1,7.5,946,651,0.126087,0.094272,0.000991,225.5384,-65.90836,129820502,0,100,2888.434312,1,"CBOE S&P 500 INDEX","E",2887.61,0.9240352,7.3,79,56,1.981201,0.119515355992227
"910987",108105,2019-10-02,2019-12-31,"C",2900,96.5,97.9,3605,1926,0.180285,0.497843,0.001536,569.4335,-208.0111,127263490,0,100,2888.479367,1,"CBOE S&P 500 INDEX","E",2887.61,0.995727586206897,97.2,90,62,1.971411,0.168763648677885
"910997",108105,2019-10-02,2019-12-31,"C",2950,67.8,69,882,1666,0.166724,0.413707,0.001624,556.6417,-188.2986,127486321,0,100,2888.479367,1,"CBOE S&P 500 INDEX","E",2887.61,0.978850847457627,68.4,90,62,1.971411,0.156991767752989
"911005",108105,2019-10-02,2019-12-31,"C",2990,48,49.1,201,293,0.155734,0.340074,0.001636,523.9524,-165.7024,129635167,0,100,2888.479367,1,"CBOE S&P 500 INDEX","E",2887.61,0.965755852842809,48.55,90,62,1.971411,0.147272917036315
"911009",108105,2019-10-02,2019-12-31,"C",3010,39.4,40.4,205,258,0.150336,0.302,0.001614,498.7885,-152.333,129635170,0,100,2888.479367,1,"CBOE S&P 500 INDEX","E",2887.61,0.959338870431894,39.9,90,62,1.971411,0.142460257615843
"911012",108105,2019-10-02,2019-12-31,"C",3025,33.6,34.5,351,3093,0.146433,0.27342,0.001581,475.9868,-141.6291,127869290,0,100,2888.479367,1,"CBOE S&P 500 INDEX","E",2887.61,0.954581818181818,34.05,90,62,1.971411,0.138972159311822
"911021",108105,2019-10-02,2019-12-31,"C",3070,19.4,20.1,233,20764,0.135357,0.190416,0.001398,388.9424,-107.0364,129635180,0,100,2888.479367,1,"CBOE S&P 500 INDEX","E",2887.61,0.940589576547231,19.75,90,62,1.971411,0.129025362420236
"911027",108105,2019-10-02,2019-12-31,"C",3100,12.8,13.4,402,5254,0.12931,0.141993,0.00121,321.7487,-84.60841,127263492,0,100,2888.479367,1,"CBOE S&P 500 INDEX","E",2887.61,0.931487096774194,13.1,90,62,1.971411,0.123617589427249
"911037",108105,2019-10-02,2019-12-31,"C",3150,6.3,6.7,1495,3762,0.12326,0.082578,0.000861,218.0866,-54.67239,127862444,0,100,2888.479367,1,"CBOE S&P 500 INDEX","E",2887.61,0.916701587301587,6.5,90,62,1.971411,0.118397687341881
"930145",108105,2019-10-09,2019-11-15,"C",2915,65,65.8,1487,222,0.172717,0.521835,0.002511,364.5119,-319.7294,129819694,1,100,2919.750244,1,"CBOE S&P 500 INDEX","E",2919.4,1.00150943396226,65.4,37,27,1.96254790909091,0.157665881917067
"930147",108105,2019-10-09,2019-11-15,"C",2925,58.7,59.5,670,8773,0.168817,0.496157,0.002573,365.0975,-313.0563,129075993,1,100,2919.750244,1,"CBOE S&P 500 INDEX","E",2919.4,0.99808547008547,59.1,37,27,1.96254790909091,0.154341391220444
"930158",108105,2019-10-09,2019-11-15,"C",2980,28.3,29,1669,2252,0.144833,0.334335,0.002738,333.3932,-245.4102,129819704,1,100,2919.750244,1,"CBOE S&P 500 INDEX","E",2919.4,0.979664429530201,28.65,37,27,1.96254790909091,0.133357365045462
"930164",108105,2019-10-09,2019-11-15,"C",3010,16.3,16.8,242,899,0.132083,0.23745,0.00255,283.1313,-190.0996,129819709,1,100,2919.750244,1,"CBOE S&P 500 INDEX","E",2919.4,0.969900332225914,16.55,37,27,1.96254790909091,0.12205039300723
"930167",108105,2019-10-09,2019-11-15,"C",3025,11.8,12.3,2076,11527,0.126615,0.191612,0.002348,249.9186,-160.8592,129075997,1,100,2919.750244,1,"CBOE S&P 500 INDEX","E",2919.4,0.965090909090909,12.05,37,27,1.96254790909091,0.117209141565184
"930170",108105,2019-10-09,2019-11-15,"C",3040,8.3,8.7,383,3673,0.121696,0.149622,0.002085,213.2831,-131.9457,129819714,1,100,2919.750244,1,"CBOE S&P 500 INDEX","E",2919.4,0.960328947368421,8.5,37,27,1.96254790909091,0.112855202849377
"930174",108105,2019-10-09,2019-11-15,"C",3060,5,5.3,124,2867,0.116448,0.102819,0.001677,164.1161,-97.14659,129819717,1,100,2919.750244,1,"CBOE S&P 500 INDEX","E",2919.4,0.954052287581699,5.15,37,27,1.96254790909091,0.108240494454128
"930197",108105,2019-10-09,2019-11-15,"C",3175,0.3,0.45,1104,4742,0.114873,0.010562,0.000265,25.62296,-14.95146,129076003,1,100,2919.750244,1,"CBOE S&P 500 INDEX","E",2919.4,0.919496062992126,0.375,37,27,1.96254790909091,0.107925419334589
"930421",108105,2019-10-09,2019-12-20,"C",2910,93,93.9,3169,4425,0.173039,0.53116,0.001778,510.0793,-226.6178,130244628,1,100,2919.969735,1,"CBOE S&P 500 INDEX","E",2919.4,1.00323024054983,93.45,72,51,1.93871857142857,0.158316212382814
"930423",108105,2019-10-09,2019-12-20,"C",2920,86.6,87.4,7438,1282,0.170044,0.513062,0.001814,511.481,-223.3761,130244630,1,100,2919.969735,1,"CBOE S&P 500 INDEX","E",2919.4,0.999794520547945,87,72,51,1.93871857142857,0.155810004035932
"930425",108105,2019-10-09,2019-12-20,"C",2930,80.3,81.1,387,2131,0.166998,0.494346,0.001849,511.8139,-219.582,130244631,1,100,2919.969735,1,"CBOE S&P 500 INDEX","E",2919.4,0.996382252559727,80.7,72,51,1.93871857142857,0.153240941502691
"930434",108105,2019-10-09,2019-12-20,"C",2975,54.3,54.9,871,38443,0.152945,0.402537,0.00196,496.9401,-195.4834,118728580,1,100,2919.969735,1,"CBOE S&P 500 INDEX","E",2919.4,0.981310924369748,54.6,72,51,1.93871857142857,0.14119510576789
"930440",108105,2019-10-09,2019-12-20,"C",3000,41.7,42.3,1540,95893,0.145045,0.346771,0.001972,474.2288,-177.0067,114281425,1,100,2919.969735,1,"CBOE S&P 500 INDEX","E",2919.4,0.973133333333333,42,72,51,1.93871857142857,0.134318667093474
"930450",108105,2019-10-09,2019-12-20,"C",3050,22.1,22.5,747,40743,0.130829,0.233019,0.001813,393.1992,-132.4776,118728581,1,100,2919.969735,1,"CBOE S&P 500 INDEX","E",2919.4,0.957180327868853,22.3,72,51,1.93871857142857,0.121897747631622
"930460",108105,2019-10-09,2019-12-20,"C",3100,10.1,10.5,1989,52806,0.120202,0.134741,0.001399,278.877,-86.35941,114281426,1,100,2919.969735,1,"CBOE S&P 500 INDEX","E",2919.4,0.941741935483871,10.3,72,51,1.93871857142857,0.11266730590097
"930464",108105,2019-10-09,2019-12-20,"C",3120,7.3,7.6,863,2454,0.117619,0.105027,0.0012,233.9417,-70.89108,130244662,1,100,2919.969735,1,"CBOE S&P 500 INDEX","E",2919.4,0.935705128205128,7.45,72,51,1.93871857142857,0.11050543628429
"930480",108105,2019-10-09,2019-12-20,"C",3200,2.1,2.35,1202,50739,0.115484,0.038019,0.000556,106.3904,-31.64948,114281427,1,100,2919.969735,1,"CBOE S&P 500 INDEX","E",2919.4,0.9123125,2.225,72,51,1.93871857142857,0.109399713321715
"930700",108105,2019-10-09,2020-01-17,"C",2925,100.7,101.9,1203,12026,0.171837,0.507694,0.001519,603.3446,-190.3157,124227809,1,100,2920.006257,1,"CBOE S&P 500 INDEX","E",2919.4,0.99808547008547,101.3,100,69,1.91439211428571,0.158448813503229
"930715",108105,2019-10-09,2020-01-17,"C",3000,57.7,58.5,1478,28900,0.151229,0.378758,0.001649,576.3295,-160.4032,124227812,1,100,2920.006257,1,"CBOE S&P 500 INDEX","E",2919.4,0.973133333333333,58.1,100,69,1.91439211428571,0.140767374260069
"930745",108105,2019-10-09,2020-01-17,"C",3150,10.1,10.6,440,21114,0.120189,0.118421,0.001083,300.8749,-66.72869,124227818,1,100,2920.006257,1,"CBOE S&P 500 INDEX","E",2919.4,0.926793650793651,10.35,100,69,1.91439211428571,0.113836850261932
"930755",108105,2019-10-09,2020-01-17,"C",3200,5.2,5.7,125,11529,0.117267,0.070599,0.000757,205.248,-44.42279,124227820,1,100,2920.006257,1,"CBOE S&P 500 INDEX","E",2919.4,0.9123125,5.45,100,69,1.91439211428571,0.111665185784764
"930852",108105,2019-10-09,2020-02-21,"C",3075,39.9,40.6,752,466,0.137382,0.278743,0.001377,592.086,-110.2577,130212781,1,100,2919.69793,1,"CBOE S&P 500 INDEX","E",2919.4,0.94939837398374,40.25,135,92,1.86551471428571,0.128408340218457
"930945",108105,2019-10-09,2020-03-20,"C",2975,100.6,101.7,293,15975,0.163414,0.448792,0.001236,764.1395,-138.6449,127629987,1,100,2919.220534,1,"CBOE S&P 500 INDEX","E",2919.4,0.981310924369748,101.15,163,112,1.82434687912088,0.148985288795476
"930952",108105,2019-10-09,2020-03-20,"C",3150,26.1,26.6,362,8483,0.128438,0.197046,0.001107,537.8998,-77.26871,127862272,1,100,2919.220534,1,"CBOE S&P 500 INDEX","E",2919.4,0.926793650793651,26.35,163,112,1.82434687912088,0.119537423802718
"931105",108105,2019-10-09,2019-10-25,"C",2960,21.2,21.6,105,292,0.156023,0.342332,0.00385,224.4331,-399.821,130285918,0,100,2919.505281,1,"CBOE S&P 500 INDEX","E",2919.4,0.986283783783784,21.4,16,12,1.921558375,0.145927391235064
"931108",108105,2019-10-09,2019-10-25,"C",2975,14.9,15.3,194,3226,0.147519,0.275962,0.003705,204.2181,-343.9982,130285921,0,100,2919.505281,1,"CBOE S&P 500 INDEX","E",2919.4,0.981310924369748,15.1,16,12,1.921558375,0.138201071387903
"931111",108105,2019-10-09,2019-10-25,"C",2990,9.9,10.2,344,593,0.139451,0.210937,0.003389,176.5603,-281.1537,130285924,0,100,2919.505281,1,"CBOE S&P 500 INDEX","E",2919.4,0.976387959866221,10.05,16,12,1.921558375,0.130849373032046
"931113",108105,2019-10-09,2019-10-25,"C",3000,7.2,7.4,137,3883,0.13385,0.169271,0.003084,154.2042,-235.6947,130285926,0,100,2919.505281,1,"CBOE S&P 500 INDEX","E",2919.4,0.973133333333333,7.3,16,12,1.921558375,0.125715822597169
"931118",108105,2019-10-09,2019-10-25,"C",3025,2.9,3.1,867,3345,0.123624,0.087084,0.002097,96.83297,-136.6946,130285931,0,100,2919.505281,1,"CBOE S&P 500 INDEX","E",2919.4,0.965090909090909,3,16,12,1.921558375,0.116395175672645
"931135",108105,2019-10-09,2019-10-25,"C",3110,0.1,0.2,845,996,0.120528,0.006343,0.000242,10.91591,-15.01924,130424915,0,100,2919.505281,1,"CBOE S&P 500 INDEX","E",2919.4,0.93871382636656,0.15,16,12,1.921558375,0.11421020197735
"931268",108105,2019-10-09,2019-10-28,"C",2950,27.8,28.3,1894,190,0.155539,0.391365,0.003705,255.636,-382.3888,130572676,0,100,2919.534454,1,"CBOE S&P 500 INDEX","E",2919.4,0.989627118644068,28.05,19,13,1.9277525,0.151954788331979
"931538",108105,2019-10-09,2019-10-31,"C",2900,63.8,64.4,140,6211,0.188886,0.566157,0.002902,281.6075,-441.5764,128831886,0,100,2919.566601,1,"CBOE S&P 500 INDEX","E",2919.4,1.00668965517241,64.1,22,16,1.933946625,0.177266401185632
"931546",108105,2019-10-09,2019-10-31,"C",2940,38.9,39.3,249,170,0.169662,0.44123,0.003242,282.5657,-398.1548,128831891,0,100,2919.566601,1,"CBOE S&P 500 INDEX","E",2919.4,0.992993197278912,39.1,22,16,1.933946625,0.160070367215638
"931560",108105,2019-10-09,2019-10-31,"C",3010,9.2,9.4,168,1960,0.133983,0.180967,0.002741,188.6262,-209.9698,128831899,0,100,2919.566601,1,"CBOE S&P 500 INDEX","E",2919.4,0.969900332225914,9.3,22,16,1.933946625,0.127340560137288
"931563",108105,2019-10-09,2019-10-31,"C",3025,5.9,6.1,549,9331,0.12772,0.132128,0.002336,153.2795,-162.6487,128831901,0,100,2919.566601,1,"CBOE S&P 500 INDEX","E",2919.4,0.965090909090909,6,22,16,1.933946625,0.121565048744807
"931566",108105,2019-10-09,2019-10-31,"C",3040,3.6,3.8,169,9744,0.122441,0.091709,0.001876,117.9927,-120.0272,128831903,0,100,2919.566601,1,"CBOE S&P 500 INDEX","E",2919.4,0.960328947368421,3.7,22,16,1.933946625,0.116704787966382
"931568",108105,2019-10-09,2019-10-31,"C",3050,2.6,2.75,155,8534,0.120037,0.070927,0.001576,97.18771,-96.92048,128831904,0,100,2919.566601,1,"CBOE S&P 500 INDEX","E",2919.4,0.957180327868853,2.675,22,16,1.933946625,0.114522211582909
"931747",108105,2019-10-09,2019-11-01,"C",2970,24.6,25,103,433,0.15492,0.336539,0.003212,267.2738,-329.0198,130407318,0,100,2919.577977,1,"CBOE S&P 500 INDEX","E",2919.4,0.982962962962963,24.8,23,17,1.93601133333333,0.145284085713574
"931749",108105,2019-10-09,2019-11-01,"C",2980,20.2,20.6,279,289,0.149722,0.299017,0.003162,254.2642,-302.5191,130407320,0,100,2919.577977,1,"CBOE S&P 500 INDEX","E",2919.4,0.979664429530201,20.4,23,17,1.93601133333333,0.14055599443513
"931753",108105,2019-10-09,2019-11-01,"C",3000,12.9,13.3,1319,3128,0.140061,0.224777,0.002919,219.5549,-244.3846,130407324,0,100,2919.577977,1,"CBOE S&P 500 INDEX","E",2919.4,0.973133333333333,13.1,23,17,1.93601133333333,0.131759282076214
"931757",108105,2019-10-09,2019-11-01,"C",3020,7.6,7.8,355,523,0.131029,0.155657,0.002488,175.0462,-182.2834,130407328,0,100,2919.577977,1,"CBOE S&P 500 INDEX","E",2919.4,0.966688741721854,7.7,23,17,1.93601133333333,0.123506281157104
"931763",108105,2019-10-09,2019-11-01,"C",3050,3,3.2,429,1344,0.121512,0.078078,0.001639,106.9305,-103.2595,130407334,0,100,2919.577977,1,"CBOE S&P 500 INDEX","E",2919.4,0.957180327868853,3.1,23,17,1.93601133333333,0.114870469711607
"931771",108105,2019-10-09,2019-11-01,"C",3090,0.8,0.95,430,1057,0.11653,0.027096,0.000732,45.80571,-42.41343,130424925,0,100,2919.577977,1,"CBOE S&P 500 INDEX","E",2919.4,0.944789644012945,0.875,23,17,1.93601133333333,0.110544878873687
"932001",108105,2019-10-09,2019-11-06,"C",2970,27.7,28.3,260,411,0.151139,0.348661,0.003024,298.813,-294.906,130769014,0,100,2919.639813,1,"CBOE S&P 500 INDEX","E",2919.4,0.982962962962963,28,28,20,1.946334875,0.14366258840793
"932171",108105,2019-10-09,2019-11-08,"C",2950,39.4,40,516,2283,0.159606,0.418934,0.002921,326.5976,-317.692,130482925,0,100,2919.66686,1,"CBOE S&P 500 INDEX","E",2919.4,0.989627118644068,39.7,30,22,1.95046429166667,0.148964544699339
"932181",108105,2019-10-09,2019-11-08,"C",3000,16.6,16.9,1344,246,0.13669,0.250083,0.002776,265.8261,-221.5282,130482935,0,100,2919.66686,1,"CBOE S&P 500 INDEX","E",2919.4,0.973133333333333,16.75,30,22,1.95046429166667,0.128317533670058
"932191",108105,2019-10-09,2019-11-08,"C",3050,4.7,4.9,910,5899,0.118824,0.102786,0.0018,149.7946,-108.5181,130482945,0,100,2919.66686,1,"CBOE S&P 500 INDEX","E",2919.4,0.957180327868853,4.8,30,22,1.95046429166667,0.112155484742666
"932195",108105,2019-10-09,2019-11-08,"C",3070,2.7,2.8,1546,4236,0.115087,0.066035,0.001332,107.3935,-75.34846,130482949,0,100,2919.66686,1,"CBOE S&P 500 INDEX","E",2919.4,0.950944625407166,2.75,30,22,1.95046429166667,0.108857783441287
"932644",108105,2019-10-09,2019-11-15,"C",2920,62.7,63.1,1109,241,0.170273,0.50927,0.002515,370.0035,-311.351,129820205,0,100,2919.764918,1,"CBOE S&P 500 INDEX","E",2919.4,0.999794520547945,62.9,37,27,1.96254790909091,0.157796220491996
"932655",108105,2019-10-09,2019-11-15,"C",2975,31.5,31.9,151,946,0.147002,0.352423,0.002714,344.733,-250.6053,129076551,0,100,2919.764918,1,"CBOE S&P 500 INDEX","E",2919.4,0.981310924369748,31.7,37,27,1.96254790909091,0.137205030554928
"932660",108105,2019-10-09,2019-11-15,"C",3000,20.6,20.9,160,1326,0.136259,0.272682,0.002621,308.5616,-207.9547,129076552,0,100,2919.764918,1,"CBOE S&P 500 INDEX","E",2919.4,0.973133333333333,20.75,37,27,1.96254790909091,0.127547646154101
"932664",108105,2019-10-09,2019-11-15,"C",3020,13.8,14.1,128,728,0.128533,0.210206,0.002412,267.8299,-170.2814,129820221,0,100,2919.764918,1,"CBOE S&P 500 INDEX","E",2919.4,0.966688741721854,13.95,37,27,1.96254790909091,0.120596010913632
"932670",108105,2019-10-09,2019-11-15,"C",3050,6.9,7.1,293,1424,0.119093,0.128595,0.001896,195.0433,-114.8977,129076554,0,100,2919.764918,1,"CBOE S&P 500 INDEX","E",2919.4,0.957180327868853,7,37,27,1.96254790909091,0.112127327800053
"932831",108105,2019-10-09,2019-11-22,"C",2935,58.9,59.6,700,703,0.164491,0.474218,0.002383,402.7033,-275.3756,130744870,0,100,2919.855695,1,"CBOE S&P 500 INDEX","E",2919.4,0.994684838160136,59.25,44,32,1.96871692857143,0.152322265271882
"932858",108105,2019-10-09,2019-11-22,"C",3070,6,6.4,488,4403,0.116271,0.110622,0.001601,191.2475,-92.52746,130744897,0,100,2919.855695,1,"CBOE S&P 500 INDEX","E",2919.4,0.950944625407166,6.2,44,32,1.96871692857143,0.109419477390068
"933016",108105,2019-10-09,2019-11-29,"C",3010,24.2,24.7,171,178,0.133314,0.278572,0.002305,365.952,-175.0914,129311176,0,100,2919.897084,1,"CBOE S&P 500 INDEX","E",2919.4,0.969900332225914,24.45,51,36,1.96108667857143,0.126019987736987
"933018",108105,2019-10-09,2019-11-29,"C",3020,20.5,20.9,460,499,0.129773,0.250581,0.002244,346.7875,-161.5278,129384262,0,100,2919.897084,1,"CBOE S&P 500 INDEX","E",2919.4,0.966688741721854,20.7,51,36,1.96108667857143,0.122816921317644
"933022",108105,2019-10-09,2019-11-29,"C",3040,14.2,14.7,157,796,0.123455,0.19704,0.002057,302.4712,-134.0416,129391370,0,100,2919.897084,1,"CBOE S&P 500 INDEX","E",2919.4,0.960328947368421,14.45,51,36,1.96108667857143,0.117118752547158
"933157",108105,2019-10-09,2019-12-06,"C",2850,124.5,125.3,289,291,0.187127,0.639551,0.001711,433.5154,-254.9494,130808954,0,100,2919.929927,1,"CBOE S&P 500 INDEX","E",2919.4,1.02435087719298,124.9,58,41,1.95345642857143,0.171803742263849
"933436",108105,2019-10-09,2019-12-20,"C",3050,22.6,22.9,404,1055,0.131052,0.235092,0.001806,397.8919,-132.4141,129820499,0,100,2919.972988,1,"CBOE S&P 500 INDEX","E",2919.4,0.957180327868853,22.75,72,51,1.93871857142857,0.122991778405716
"933446",108105,2019-10-09,2019-12-20,"C",3100,10.4,10.7,329,392,0.120251,0.136592,0.001402,283.4638,-86.59255,129820501,0,100,2919.972988,1,"CBOE S&P 500 INDEX","E",2919.4,0.941741935483871,10.55,72,51,1.93871857142857,0.113519685230713
"933659",108105,2019-10-09,2019-12-31,"C",2950,74.9,75.5,310,2308,0.160752,0.460223,0.001767,550.5789,-194.3708,127486321,0,100,2920.000022,1,"CBOE S&P 500 INDEX","E",2919.4,0.989627118644068,75.2,83,57,1.92960271428571,0.150820556966015
"933666",108105,2019-10-09,2019-12-31,"C",2985,55.3,55.9,300,274,0.150285,0.391411,0.00183,533.075,-176.113,129635166,0,100,2920.000022,1,"CBOE S&P 500 INDEX","E",2919.4,0.978023450586265,55.6,83,57,1.92960271428571,0.14161878022779
"933671",108105,2019-10-09,2019-12-31,"C",3010,43,43.6,305,436,0.142975,0.339059,0.001834,508.2434,-159.8374,129635170,0,100,2920.000022,1,"CBOE S&P 500 INDEX","E",2919.4,0.969900332225914,43.3,83,57,1.92960271428571,0.135136530644433
"933689",108105,2019-10-09,2019-12-31,"C",3100,13.4,13.7,101,5916,0.121396,0.15694,0.00142,333.9843,-89.30173,127263492,0,100,2920.000022,1,"CBOE S&P 500 INDEX","E",2919.4,0.941741935483871,13.55,83,57,1.92960271428571,0.115964223025854
"933933",108105,2019-10-09,2020-01-17,"C",3050,35.7,36.4,146,334,0.138136,0.284169,0.001602,516.6992,-130.1929,130213123,0,100,2920.001263,1,"CBOE S&P 500 INDEX","E",2919.4,0.957180327868853,36.05,100,69,1.91439211428571,0.130004178008114
"933943",108105,2019-10-09,2020-01-17,"C",3100,19.8,20.4,108,577,0.127289,0.192682,0.001404,417.4265,-97.00725,130213125,0,100,2920.001263,1,"CBOE S&P 500 INDEX","E",2919.4,0.941741935483871,20.1,100,69,1.91439211428571,0.120487875042356
"933958",108105,2019-10-09,2020-01-17,"C",3175,7.4,7.7,370,462,0.117971,0.092121,0.000915,252.1409,-54.34304,130213128,0,100,2920.001263,1,"CBOE S&P 500 INDEX","E",2919.4,0.919496062992126,7.55,100,69,1.91439211428571,0.112609768725578
"953040",108105,2019-10-16,2019-11-15,"C",2920,89.6,92.9,374,1959,0.146726,0.721946,0.002704,281.7697,-259.3872,129819695,1,100,2989.794029,1,"CBOE S&P 500 INDEX","E",2989.69,1.02386643835616,91.25,30,22,1.90097495833333,0.127536733755666
"953054",108105,2019-10-16,2019-11-15,"C",2990,40.5,41,1095,1567,0.121697,0.505295,0.003884,335.6592,-256.9529,129819706,1,100,2989.794029,1,"CBOE S&P 500 INDEX","E",2989.69,0.999896321070234,40.75,30,22,1.90097495833333,0.109000337231113
"953057",108105,2019-10-16,2019-11-15,"C",3005,31.7,32.2,194,365,0.116104,0.444207,0.004032,332.4864,-242.9068,129819708,1,100,2989.794029,1,"CBOE S&P 500 INDEX","E",2989.69,0.994905158069884,31.95,30,22,1.90097495833333,0.104485327321867
"953062",108105,2019-10-16,2019-11-15,"C",3030,19.5,19.9,4658,9120,0.107403,0.334522,0.004019,306.5645,-207.2701,129819712,1,100,2989.794029,1,"CBOE S&P 500 INDEX","E",2989.69,0.986696369636964,19.7,30,22,1.90097495833333,0.0973587342235041
"953064",108105,2019-10-16,2019-11-15,"C",3040,15.5,15.9,1270,4077,0.1041,0.289752,0.003897,288.1219,-188.8335,129819714,1,100,2989.794029,1,"CBOE S&P 500 INDEX","E",2989.69,0.983450657894737,15.7,30,22,1.90097495833333,0.0946145832773963
"953066",108105,2019-10-16,2019-11-15,"C",3050,12.2,12.6,9335,18125,0.101536,0.24716,0.003689,265.986,-170.0467,129075998,1,100,2989.794029,1,"CBOE S&P 500 INDEX","E",2989.69,0.980226229508197,12.4,30,22,1.90097495833333,0.0925306992592646
"953070",108105,2019-10-16,2019-11-15,"C",3070,7.1,7.4,8731,15283,0.096682,0.168834,0.003091,212.1991,-129.1913,129819719,1,100,2989.794029,1,"CBOE S&P 500 INDEX","E",2989.69,0.973840390879479,7.25,30,22,1.90097495833333,0.0885300735087531
"953072",108105,2019-10-16,2019-11-15,"C",3080,5.4,5.6,250,1471,0.095231,0.136788,0.002729,184.538,-110.6685,129819720,1,100,2989.794029,1,"CBOE S&P 500 INDEX","E",2989.69,0.970678571428572,5.5,30,22,1.90097495833333,0.0874022703141814
"953076",108105,2019-10-16,2019-11-15,"C",3100,2.95,3.1,11999,44442,0.092831,0.085175,0.001991,131.2868,-76.75121,129076000,1,100,2989.794029,1,"CBOE S&P 500 INDEX","E",2989.69,0.964416129032258,3.025,30,22,1.90097495833333,0.0855457517076811
"953081",108105,2019-10-16,2019-11-15,"C",3125,1.4,1.55,195,15859,0.092585,0.046238,0.001241,81.61662,-47.58603,129076001,1,100,2989.794029,1,"CBOE S&P 500 INDEX","E",2989.69,0.9567008,1.475,30,22,1.90097495833333,0.0856951312236091
"953088",108105,2019-10-16,2019-11-15,"C",3160,0.55,0.7,271,2500,0.096057,0.021077,0.000625,42.64763,-25.79604,129819733,1,100,2989.794029,1,"CBOE S&P 500 INDEX","E",2989.69,0.946104430379747,0.625,30,22,1.90097495833333,0.0893448392169036
"953090",108105,2019-10-16,2019-11-15,"C",3170,0.45,0.55,250,197,0.097407,0.017066,0.000515,35.63908,-21.8594,129819735,1,100,2989.794029,1,"CBOE S&P 500 INDEX","E",2989.69,0.943119873817035,0.5,30,22,1.90097495833333,0.0907046904109941
"953093",108105,2019-10-16,2019-11-15,"C",3185,0.35,0.45,136,212,0.100898,0.013545,0.000408,29.22206,-18.56503,129819737,1,100,2989.794029,1,"CBOE S&P 500 INDEX","E",2989.69,0.938678178963893,0.4,30,22,1.90097495833333,0.0941064062222563
"953107",108105,2019-10-16,2019-11-15,"C",3260,0.1,0.2,258,493,0.117906,0.004836,0.000141,11.82777,-8.779597,129819744,1,100,2989.794029,1,"CBOE S&P 500 INDEX","E",2989.69,0.91708282208589,0.15,30,22,1.90097495833333,0.110585513135117
"953328",108105,2019-10-16,2019-12-20,"C",2975,75.6,76.3,561,40618,0.13735,0.544573,0.002297,494.4498,-193.2856,118728580,1,100,2990.040727,1,"CBOE S&P 500 INDEX","E",2989.69,1.00493781512605,75.95,65,46,1.92284735714286,0.123364822746897
"953331",108105,2019-10-16,2019-12-20,"C",2990,65.9,66.5,17466,10949,0.132959,0.509541,0.002388,497.6169,-188.4132,130244641,1,100,2990.040727,1,"CBOE S&P 500 INDEX","E",2989.69,0.999896321070234,66.2,65,46,1.92284735714286,0.119887442104462
"953334",108105,2019-10-16,2019-12-20,"C",3000,59.7,60.3,13704,102810,0.130053,0.484925,0.002441,497.5283,-184.3273,114281425,1,100,2990.040727,1,"CBOE S&P 500 INDEX","E",2989.69,0.996563333333333,60,65,46,1.92284735714286,0.1175619221065
